Accession	Description	Ctrl_1	Ctrl_2	Ctrl_3	Low_1	Low_2	Low_3	High_1	High_2	High_3
H0WEH3	Acyl-Coenzyme A binding domain containing 3 OS=Danio rerio GN=acbd3 PE=1 SV=1	99.79578713	71.31878214	112.6688752	100.2042129	105.6619074	88.07408549	107.2348432	77.76059491	75.0019758
A0A0R4IL13	Serine--tRNA ligase, cytoplasmic OS=Danio rerio GN=sars PE=1 SV=1	99.64062228	100.3593777	95.0155093	98.5278215	101.5591222	108.5448061	93.34852789	104.2883747	106.4725218
A8BBH3	Plectin a OS=Danio rerio GN=pleca PE=1 SV=1	102.5260471	102.1284749	92.22332786	98.56906788	92.0119462	108.4090818	97.77745216	105.5328283	101.4309321
A0A0R4IYX3	WAS protein family, member 2 OS=Danio rerio GN=wasf2 PE=4 SV=1	102.311465	103.6778792	79.67178373	97.74005783	76.31630104	104.2996297	83.90957785	102.7517917	102.2599422
Q8JHE0	E3 ubiquitin-protein ligase OS=Danio rerio GN=wwp1 PE=1 SV=1	94.07687976	83.741728320000007	101.7117059	87.43554729	140.3642954	87.09720948	115.6382043	98.99182608	101.0081739
Q499A1	Calmegin OS=Danio rerio GN=clgn PE=1 SV=1	104.0927249	125.8406517	75.51698494	95.90727507	57.28501375	112.0783083	80.38370457	125.5549108	122.4332823
Q7ZTZ6	Membrane protein, palmitoylated 1 OS=Danio rerio GN=mpp1 PE=3 SV=1	89.08917872	92.98257758	84.50254893	91.98373069	96.60016812	107.4172772	103.3998319	115.5935648	120.1506031
Q08CH0	Si:dkeyp-34c12.1 OS=Danio rerio GN=si:dkeyp-34c12.1 PE=1 SV=1	104.9207888	105.3331893	97.69891618	99.55542541	79.80047083	106.1759992	89.38229122	103.7811221	100.4445746
A0A0R4IUW5	ADP-dependent glucokinase OS=Danio rerio GN=adpgk PE=1 SV=1	98.31188604	92.57792365	105.0927127	96.02936533	91.89886553	96.30954426	115.7250618	107.0405156	101.688114
Q6DEF6	Magnesium transporter protein 1 OS=Danio rerio GN=magt1 PE=1 SV=1	113.6718548	80.0756792	106.5259021	109.7326939	91.04550725	109.4306694	109.5107084	93.47409786	80.28699608
Q7SXN4	Early B-cell factor 1b OS=Danio rerio GN=ebf1b PE=3 SV=1	113.7356924	90.30189549	124.2081422	85.17934797	111.7292793	96.78634301	103.213657	84.66374479	70.12742492
Q803C2	Mannose receptor, C type 2 OS=Danio rerio GN=mrc2 PE=1 SV=1	93.39742736	123.6036125	87.18553063	106.6025726	65.96743112	118.5639833	85.04320856	147.6794468	114.8637372
A0A0B5JF83	Polypeptide N-acetylgalactosaminyltransferase OS=Danio rerio GN=galnt7 PE=1 SV=1	113.6889842	91.98452322	90.66635516	111.2559704	51.22797311	116.202468	99.72406322	100.2759368	103.7410716
D3G896	Protein tyrosine phosphatase, non-receptor type 21 OS=Danio rerio GN=ptpn21 PE=4 SV=1	88.857936	92.46991092	105.8670223	103.8890674	115.8817856	96.11093261	136.9621948	93.20283049	94.6283978
Q6IQQ8	Histone acetyltransferase OS=Danio rerio GN=kat7b PE=1 SV=1	99.84866793	93.53705066	100.3751955	103.630042	100.1513321	94.28015035	100.688032	86.94746622	95.21133766
E7FC95	Proline-rich coiled-coil 2C OS=Danio rerio GN=prrc2c PE=1 SV=1	98.33894026	107.450559	87.81123114	101.6610597	77.01449717	109.2356141	90.71377255	114.0925981	106.8037606
E9QIY5	Golgi glycoprotein 1a OS=Danio rerio GN=glg1a PE=1 SV=1	97.67889678	99.72310204	103.122543	102.218098	87.82489436	101.9985749	100.2928262	100.276898	92.78617898
F1R9A7	Protocadherin 1 gamma 14 OS=Danio rerio GN=pcdh1g14 PE=4 SV=1	113.7886066	116.5054902	83.96219597	98.76754327	72.2617591	108.4523127	85.07282906	105.0096116	101.2324567
F6P2K6	Zgc:158222 OS=Danio rerio GN=zgc:158222 PE=4 SV=1	109.9975886	113.8099763	94.87476168	106.3554308	100.9483862	101.0600641	84.1521826	90.46911032	99.05161385
A0A0R4IGB0	Tripartite motif containing 23 OS=Danio rerio GN=trim23 PE=1 SV=1	105.2284069	98.7732866	101.2267134	102.4495794	90.24390889	103.9759241	92.90394256	93.09686833	107.434407
Q6NW93	Chloride intracellular channel protein OS=Danio rerio GN=clic6 PE=3 SV=1	104.2673717	105.3396867	86.69256059	100.07384	87.46948191	100.4427825	88.01009752	99.92615996	101.9856264
Q6NYV9	Zinc finger protein 1151 OS=Danio rerio GN=znf1151 PE=4 SV=1	169.2661998	159.9652651	101.9825101	131.6073411	78.4862119	94.34595871	73.26546925	98.01748993	97.41708414
Q803R7	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 OS=Danio rerio GN=agap1 PE=1 SV=1	102.7150301	107.4723426	93.48266776	100.6143215	96.06208942	105.5424231	99.38567852	101.3633163	98.3468063
O42250	Leucine-rich repeats and calponin homology (CH) domain containing 3 OS=Danio rerio GN=lrch3 PE=1 SV=1	96.80674156	105.7808941	90.7489736	100.2367195	100.3115977	99.76328049	95.73919514	108.1797178	105.202579
Q5BJB9	Tripartite motif containing 67 OS=Danio rerio GN=trim67 PE=4 SV=1	76.0543022	75.6167647	94.96141358	105.0385864	118.6723962	92.1027128	107.0516382	91.99903647	108.2427302
Q503P2	Alpha-1,4 glucan phosphorylase OS=Danio rerio GN=pygl PE=1 SV=1	110.708261	105.1539875	97.99075957	103.2119519	102.0092404	103.4141888	92.3590084	95.91762429	94.53890415
Q5TYY2	Si:ch211-130m23.2 OS=Danio rerio GN=si:ch211-130m23.2 PE=4 SV=1	98.60326733	109.6984118	91.20012857	96.49075933	103.8273728	101.3967327	89.27386359	113.4237743	112.4679952
Q5BLC2	Cugbp, Elav-like family member 5a OS=Danio rerio GN=celf5a PE=4 SV=1	105.2736264	99.79168382	97.47085278	102.0833297	96.11881259	103.0747907	100.2083162	98.68271694	99.64381569
A1A5Y4	Small muscle protein OS=Danio rerio GN=smpx PE=2 SV=1	104.0849782	95.31613253	102.977468	94.92737067	114.0289418	104.9279332	97.02253204	88.96474992	111.4070976
Q6TNT1	Transmembrane protein 132E OS=Danio rerio GN=tmem132e PE=4 SV=1	93.15882636	68.4920778	117.3017879	105.1439324	88.04839713	90.74706626	112.5933638	101.7025499	98.29745011
F1QY00	E3 ubiquitin-protein ligase mib1 OS=Danio rerio GN=mib1 PE=1 SV=1	99.89929021	104.6796475	110.6110915	99.72714592	96.79542923	97.42057239	115.7352328	100.1007098	88.04982182
F1QDA1	Kilon OS=Danio rerio GN=negr1 PE=1 SV=1	106.3967861	126.1302407	98.9432423	101.0567577	114.6465881	93.65245443	81.75700154	93.26101916	104.7355786
X1WE12	Miblike OS=Danio rerio GN=mib2 PE=2 SV=1	76.25675347	87.36644207	149.7563888	106.9240312	144.676473	88.86041185	119.3197211	88.6986263	93.07596881
A7MCJ2	Zgc:152816 OS=Danio rerio GN=zgc:152816 PE=2 SV=1	214.4151505	196.7284258	127.0821121	181.6535989	104.038733	92.99646753	95.96126703	95.18750798	82.95665416
Q9DDS8	LOC571089 protein (Fragment) OS=Danio rerio GN=tpra PE=2 SV=1	99.54395218	90.24114432	87.29639422	95.19354402	105.5858344	104.8928087	100.4560478	112.4128616	127.863405
E7FEB0	Zgc:153492 OS=Danio rerio GN=wdr48a PE=2 SV=1	101.2327876	82.86774441	120.7245562	97.86434296	132.3535083	98.76721242	127.2424884	82.33248693	96.45474974
A1L1S7	Ccdc6b protein OS=Danio rerio GN=ccdc6b PE=2 SV=1	105.9268197	101.4403614	89.41740523	97.21106836	79.31331233	109.479101	100.5047261	106.4917694	99.49527393
F8W497	Sarcalumenin OS=Danio rerio GN=srl PE=1 SV=1	106.6716718	102.0674659	102.4967241	101.8551196	116.345348	92.9702717	90.47601617	92.88994261	98.14488039
Q7T3E4	Ubiquitin carboxyl-terminal hydrolase MINDY-3 OS=Danio rerio GN=mindy3 PE=2 SV=1	105.2797134	96.22572907	92.25860872	101.1858302	98.37247899	116.4653336	98.81416983	115.9299334	104.6546599
A0A0R4IXX6	Zgc:154056 OS=Danio rerio GN=dars PE=2 SV=1	101.0259446	104.5675893	94.07026821	99.08904351	104.9756972	97.88238778	90.72935709	100.9109565	101.0320727
Q802V7	G protein pathway suppressor 1 OS=Danio rerio GN=gps1 PE=1 SV=1	101.878618	99.38193579	101.7154332	99.48162047	100.5183795	97.8228899	103.5106544	97.71814678	95.36903867
B0BLX3	Zgc:163073 protein (Fragment) OS=Danio rerio GN=zgc:163073 PE=2 SV=1	109.9686477	117.3317186	98.74189296	98.33587391	92.34612688	96.03711884	126.2814311	101.258107	96.19395682
A9JTF1	Sulfotransferase OS=Danio rerio GN=sult2st2 PE=2 SV=1	98.14815552	81.02807906	96.25171366	94.20299513	103.686019	101.8518445	105.3054906	96.48823639	103.1090696
Q503Z1	Sulfotransferase OS=Danio rerio GN=sult2st3 PE=2 SV=1	90.72564928	81.79940025	86.53072982	87.03325372	99.13892077	137.6145581	121.1096277	127.6780794	121.3050992
Q9W762	Cadherin EGF LAG seven-pass G-type receptor 2 OS=Danio rerio GN=celsr2 PE=2 SV=1	109.0138581	106.990127	100.5187243	109.2768298	79.88120686	96.93253768	96.69119308	99.48127566	102.0650687
Q7ZTH9	POU domain protein OS=Danio rerio GN=zgc:136531 PE=2 SV=1	96.42680822	106.223241	88.35238163	94.91773087	116.9720278	103.5731918	85.23775874	108.8137207	103.9796164
Q90YL3	Nucleoporin 107 OS=Danio rerio GN=nup107 PE=2 SV=1	91.90354164	101.8739974	97.761092	95.83318618	132.9708716	91.62268528	99.27528097	100.724719	102.5273001
I3IRZ3	Lrwd1 protein (Fragment) OS=Danio rerio GN=lrwd1 PE=2 SV=1	94.68401082	99.37040802	125.7408557	96.81659734	95.61588161	102.7424235	128.9558876	96.09760642	100.629592
Q5XIY6	Zcchc8 protein (Fragment) OS=Danio rerio GN=zcchc8 PE=2 SV=1	92.24842114	98.08792825	90.99648403	91.04588525	98.44256448	103.8340738	101.5574355	102.6085759	103.4597398
A0A286YB98	Zgc:152778 OS=Danio rerio GN=znf185 PE=2 SV=1	102.3118864	112.064372	79.16002513	97.68811358	79.31798172	114.5957015	82.7438908	115.3345113	112.5804079
Q1LUX4	Zgc:152779 OS=Danio rerio GN=dnajc1 PE=2 SV=1	100.3157027	95.92425946	110.9437386	106.1504584	95.54971746	98.7612626	114.241622	99.68429725	94.83876855
A0A0R4IM95	Gpatch1 protein (Fragment) OS=Danio rerio GN=gpatch1 PE=2 SV=1	91.32790062	78.46866637	110.6999261	97.34813193	129.8620572	102.6518681	122.6296293	94.46770665	96.25497219
Q501S0	Zona pellucida glycoprotein 2.3 OS=Danio rerio GN=zp2.3 PE=2 SV=1	77.10289136	86.39891056	120.5930716	100.839809	110.4344033	99.16019099	105.8930849	92.21267666	90.17183482
Q6NW45	Si:ch211-129n15.3 OS=Danio rerio GN=adnp2b PE=2 SV=1	96.32080932	104.8228256	99.09525495	100.4703444	91.08760009	102.5867768	94.5530126	105.4990589	100.8737031
Q7SYC9	Clustered mitochondria protein homolog OS=Danio rerio GN=cluh PE=2 SV=1	100.2292113	92.99231907	101.4542809	97.6613523	115.7566019	93.11544248	100.9184805	97.26079227	99.77078874
Z4YI11	Procollagen lysine 2-oxoglutarate 5-dioxygenase 1 OS=Danio rerio GN=plod1a PE=2 SV=1	96.29549291	99.90364616	101.2861877	100.0963538	117.7056097	98.35879397	101.4243582	95.1200981	98.31556359
A0A0R4IAZ5	Zgc:152896 OS=Danio rerio GN=uggt1 PE=2 SV=1	107.0358956	100.1825454	99.81745464	103.6308455	105.7326678	100.9560473	97.75677677	98.87557973	98.67707151
E7FBM4	Zgc:152953 OS=Danio rerio GN=ppp1r26 PE=2 SV=1	108.2980581	107.5918756	98.69165155	101.896505	120.2430103	89.63371245	74.76543702	77.77800029	101.3083485
Q6IS20	Zgc:152965 OS=Danio rerio GN=mrps28 PE=2 SV=1	100.1910433	95.01512538	106.3003765	99.32069877	126.7724862	97.29605779	112.6607776	99.80895669	95.59271231
Q7ZUG3	Eyes absent homolog OS=Danio rerio GN=eya3 PE=2 SV=1	102.8919073	85.58752931	106.9842308	100.8447138	99.59320405	100.5932746	100.406796	92.27472422	83.7560812
Q6PH60	Activating transcription factor 7-interacting protein 1 OS=Danio rerio GN=atf7ip PE=1 SV=2	96.18584352	99.68887276	91.34511314	94.44758512	116.5502782	102.3416563	95.73513526	104.9525204	105.1669076
Q5TZD2	Zgc:152984 OS=Danio rerio GN=erbin PE=2 SV=1	97.460517	93.81647214	106.0529416	95.53624649	113.1480165	102.539483	106.8895152	95.12871484	95.66660951
F1Q963	Isochorismatase domain-containing protein 2 OS=Danio rerio GN=isoc2 PE=2 SV=1	100.3264401	99.67355988	84.92697563	99.56297371	101.6979255	106.6404911	87.27807907	102.3363875	103.3841277
A7MCK5	Zgc:153171 OS=Danio rerio GN=fbxo11a PE=2 SV=1	104.9423945	125.6602181	83.42242774	95.97363001	78.60877234	104.02637	88.96866616	114.4734399	112.0848306
A0A0R4IH97	Septin 15 OS=Danio rerio GN=sept15 PE=1 SV=1	99.99094864	116.3007327	82.05652956	100.0090514	110.7722725	97.40976208	75.91440497	104.1540484	119.522091
Q803M5	Transcription factor RFX3 OS=Danio rerio GN=rfx3 PE=2 SV=1	96.827306	97.19697028	95.87555371	112.785044	228.5040339	108.0808819	102.3920225	103.1797615	97.60797751
Q1LVA8	Zgc:153446 OS=Danio rerio GN=capn5a PE=2 SV=1	93.91459003	95.76777328	101.0478258	91.5276251	94.55116744	100.2152913	100.7543439	101.8629025	99.78470874
E7F5R2	G protein-coupled receptor 107 OS=Danio rerio GN=gpr107 PE=2 SV=1	108.7101873	110.3755923	63.16522062	92.84293215	41.88861644	120.4811075	63.47765044	107.1570679	115.4747749
R4GE45	LOC565404 protein (Fragment) OS=Danio rerio GN=gpatch8 PE=2 SV=1	100.4502038	87.71557823	113.9402534	102.8400885	88.68740007	105.7399849	121.4860906	92.64588691	88.43339259
F1QMY7	Gsna protein (Fragment) OS=Danio rerio GN=gsna PE=2 SV=1	106.2311152	100.2105863	109.1175625	106.874693	91.82436061	99.78941372	110.0438876	97.78610438	96.63810568
A7E2G3	Ppp1r13b protein OS=Danio rerio GN=ppm1ab PE=2 SV=1	109.8903147	102.4308777	98.45763845	104.9322396	88.51395804	107.5739869	101.5423616	95.73809816	97.80652618
Q6T870	Ttnl protein (Fragment) OS=Danio rerio GN=ttnl PE=2 SV=1	113.4749317	102.6055824	106.8666192	109.4843979	90.19965848	95.75434969	98.56088094	96.93493018	101.4391191
Q90ZH0	Scinderin like a OS=Danio rerio GN=scinla PE=2 SV=2	106.4300979	112.893016	105.278476	110.5536978	106.492244	93.05739743	93.88365987	91.80674415	94.72152401
Q7ZU10	Pnn protein (Fragment) OS=Danio rerio GN=pnn PE=2 SV=1	94.20179163	94.59168899	92.17971546	93.24894558	103.1918664	101.4413413	104.34223	101.0606979	99.85009259
Q5W8I5	Hlcs protein (Fragment) OS=Danio rerio GN=hlcs PE=2 SV=1	91.79206486	99.4658867	96.8334711	95.80066456	144.2201445	98.23323154	100.5341133	102.1188237	101.7396984
Q567W2	Periostin, osteoblast specific factor OS=Danio rerio GN=postnb PE=2 SV=1	127.8905906	108.2342717	141.6315804	106.6904178	145.4828889	50.35710034	81.52026083	78.33077811	93.30958221
Q503C6	Zgc:153913 OS=Danio rerio GN=zgc:153913 PE=2 SV=1	76.9081746	77.3292391	102.5357294	108.4657034	145.5007158	92.41793975	112.4443323	87.93572006	97.46427061
Q7ZVD3	Secretogranin II (chromogranin C), b OS=Danio rerio GN=scg2b PE=2 SV=1	97.37927334	102.0955308	96.87027579	99.93643387	93.93421835	100.0635661	101.7625296	96.8756854	100.8186269
A0A0R4IS45	Zgc:153928 OS=Danio rerio GN=cd99 PE=2 SV=1	98.21804115	98.58585696	119.8762035	98.67351496	134.7078329	101.326485	124.7774651	97.88386873	95.21995069
Q6TGN5	Chromatin assembly factor 1 subunit A OS=Danio rerio GN=chaf1a PE=1 SV=1	88.98106033	89.59026692	98.22458974	99.34884641	143.6787669	109.6788076	141.6333599	100.6511536	96.11724409
Q9IAC2	Zgc:153935 OS=Danio rerio GN=zgc:153935 PE=2 SV=1	99.65932027	100.7815642	100.8563478	100.3406797	137.9453256	76.59277123	81.53111524	86.62026064	85.41005084
A0A286Y8T8	ADP-dependent glucokinase OS=Danio rerio GN=adpgk PE=1 SV=1	98.31188604	92.57792365	105.0927127	96.02936533	91.89886553	96.30954426	115.7250618	107.0405156	101.688114
E7FAD0	Si:dkey-9a20.6 OS=Danio rerio GN=hcls1 PE=2 SV=1	87.9655797	99.65313314	89.92383785	76.24057383	94.16779013	100.3468669	140.0850979	135.7763825	105.7127743
Q6DEG3	Zgc:154046 OS=Danio rerio GN=zgc:154046 PE=1 SV=1	120.4514382	107.2317765	111.46429	94.08913686	95.26290241	99.97404669	90.94324148	100.0259533	105.3715414
Q90XR6	Tyrosine-protein kinase OS=Danio rerio GN=csk PE=1 SV=1	96.06878857	91.90240404	108.0520348	102.1755569	128.1757056	97.82444306	106.8594039	94.80993584	89.64621445
Q1LU93	Zgc:154064 protein OS=Danio rerio GN=zgc:154064 PE=2 SV=1	101.60249	100.9832328	90.79056685	98.9912326	90.75709009	116.9810209	99.01676717	109.1187564	110.9138308
F1RBS8	Oxysterol-binding protein OS=Danio rerio GN=osbpl9 PE=1 SV=1	93.93067727	89.96710855	95.33917831	92.90868583	99.51047595	100.7892902	107.6396118	100.489524	103.586717
A0A0R4IGT1	Protein phosphatase, Mg2+/Mn2+-dependent, 1La OS=Danio rerio GN=ppm1la PE=1 SV=1	98.71213834	102.4651771	98.34526962	101.2878617	83.66934564	115.5783466	96.22873754	111.1284491	109.8158934
F1Q9R7	Calcium-transporting ATPase OS=Danio rerio GN=atp2a1l PE=1 SV=1	135.4683705	97.05642855	126.2496927	127.7213357	103.5369641	82.04664597	84.92848466	102.9435714	91.32322723
A0A0R4IHX9	Zgc:154106 OS=Danio rerio GN=mccc1 PE=2 SV=1	96.8978339	110.7423298	100.252571	100.9500803	100.2263338	97.9192658	99.05817546	99.77366618	100.7247295
F1R170	A2ml protein (Fragment) OS=Danio rerio GN=a2ml PE=2 SV=1	101.0181085	100.3165569	87.33809832	99.68344306	93.74397534	109.7007677	94.52205895	106.7185418	109.9915985
Q29RB4	Ribosome biogenesis protein bop1 OS=Danio rerio GN=bop1 PE=2 SV=1	99.94257656	95.7765556	98.85060753	97.20643981	98.29523567	106.0924673	112.5448273	109.4586249	100.0574234
Q803A2	Aof2 protein (Fragment) OS=Danio rerio GN=kdm1a PE=2 SV=1	103.1942987	106.1943885	86.09204963	96.80570126	85.85639568	107.3852534	93.39272949	108.8325176	104.8831968
F1QAC0	AT rich interactive domain 2 (ARID, RFX-like) OS=Danio rerio GN=arid2 PE=2 SV=1	105.9175796	43.69979778	181.8438972	100.8414548	99.15854519	90.65780554	222.3237699	64.51546086	50.0934367
Q568S7	Zgc:153686 OS=Danio rerio GN=ubc PE=2 SV=1	100.1507121	99.84928787	95.83830476	106.8407773	90.70712517	115.1268719	96.42399193	122.4280007	107.2718306
E7F092	Calsyntenin 1 OS=Danio rerio GN=clstn1 PE=2 SV=1	108.3879841	93.63434249	98.68652417	101.7123661	90.48823209	101.5856454	103.4479938	98.90249948	101.0975005
F1QXG8	Zgc:153748 OS=Danio rerio GN=papss2a PE=2 SV=1	96.82271702	86.78000882	99.84521454	92.74715044	101.0828853	97.95745309	111.6493502	100.1547855	109.7117488
F1QT27	Wu:fc51g12 protein (Fragment) OS=Danio rerio GN=kif15 PE=2 SV=1	90.91770305	103.6707339	87.99146904	89.2172401	81.28537269	101.3387029	99.65246344	101.5211083	100.3475366
B8JLR1	Vacuolar protein sorting 37 homolog C (S. cerevisiae) OS=Danio rerio GN=vps37c PE=2 SV=1	89.98432353	76.89895229	113.0213365	91.78267386	143.8608376	96.44454773	111.3631807	81.64843639	103.5554523
Q7ZYW0	Cortactin-binding protein 2 OS=Danio rerio GN=cttnbp2 PE=4 SV=1	100.5044313	99.49556868	103.8725692	94.26397605	104.4391677	83.29757093	104.1749999	84.85361071	88.22898298
F8W590	Slow myosin heavy chain 1 OS=Danio rerio GN=smyhc1 PE=2 SV=1	117.2336842	112.5264707	93.79673002	107.3488036	96.61257759	99.61653332	88.77979672	100.3834667	108.8897638
F8W548	DNA-(apurinic or apyrimidinic site) lyase OS=Danio rerio GN=apex1 PE=1 SV=1	103.9758942	103.3956197	94.197835799999993	105.8185601	100.3700443	105.3054056	90.37274378	99.03628056	99.62995567
A1L219	Reticulon OS=Danio rerio GN=rtn4a PE=2 SV=1	116.7117204	118.5909827	98.39492393	106.5269654	77.48403678	100.915791	99.08420902	112.5503142	89.80725631
A0A0R4IXS5	Reticulon OS=Danio rerio GN=rtn4a PE=2 SV=1	113.8008585	117.2483922	99.45663064	105.2832471	77.70575358	96.33185694	100.5433694	111.5843567	87.20380585
E9QG29	Reticulon OS=Danio rerio GN=rtn4a PE=2 SV=1	110.561698	115.8621514	97.614443	101.5232853	76.66615666	98.76661771	101.2333823	110.987826	89.36233896
A3KNT2	Cytochrome P450 CYP2AA3v1 OS=Danio rerio GN=cyp2aa3 PE=2 SV=1	109.1862879	86.51011944	74.418722	102.6148692	66.00704893	142.743135	97.38513076	117.3470513	120.8900764
A0A0R4IJS2	Cytochrome P450 CYP2Y3 OS=Danio rerio GN=cyp2y3 PE=2 SV=1	94.75152321	91.78153696	109.3755366	95.89855295	106.1454698	97.62738011	123.1044398	102.3726199	95.21892204
Q5RG54	Wu:fk81d02 protein (Fragment) OS=Danio rerio GN=acsbg2 PE=2 SV=1	96.83754184	97.22271818	100.4592712	97.29486764	100.1338032	99.86619682	107.6967011	104.5332433	91.99643946
Q4KMJ9	Zgc:158183 protein OS=Danio rerio GN=sh3glb2a PE=2 SV=1	99.22797626	117.0773556	78.55141038	100.7720237	67.07870536	114.1320579	79.90867326	121.4542369	116.9819848
A0A0R4IYH8	Uncharacterized protein (Fragment) OS=Danio rerio PE=2 SV=1	102.0889708	124.943334	76.40538881	95.47203041	137.9722197	97.91102915	68.54170158	122.6300686	148.7233391
F1Q540	Novopsin-1 OS=Danio rerio GN=opn6a PE=2 SV=1	94.90362956	209.8444354	85.51521265	104.6610361	53.69372058	112.7690088	95.11367188	179.8455766	198.8998344
E9QCK8	Family with sequence similarity 98, member B OS=Danio rerio GN=fam98b PE=2 SV=1	100.7687641	102.2339192	111.5581937	73.22941834	133.1938313	79.97201747	99.23123587	73.63708297	83.96717424
B7ZV70	Neurolin-b OS=Danio rerio GN=alcamb PE=1 SV=1	103.6435778	102.2226492	82.17585632	97.77735083	69.97831422	115.342177	88.06341569	113.1549697	103.9169176
F1QDA6	Collagen XI alpha 1 chain OS=Danio rerio GN=col11a2 PE=2 SV=1	98.93051378	101.0694862	107.5435554	102.3043847	90.56219271	96.31876109	93.83899276	106.5570154	101.8185217
A0A0G2L107	Suppressor of tumorigenicity 14 protein homolog OS=Danio rerio GN=st14a PE=2 SV=1	97.71001971	120.6003037	84.59228739	97.07726186	102.2899803	104.912146	86.77062381	114.5845724	117.7072905
E9QF76	CCR4-NOT transcription complex subunit 1 OS=Danio rerio GN=cnot1 PE=2 SV=1	99.7110369	100.6527485	97.67946996	97.98336822	111.9941101	97.6824562	99.90081224	100.0991878	100.7947526
A3KH15	Tyrosine-protein kinase yes OS=Danio rerio GN=yes1 PE=1 SV=1	108.1362798	96.3684136	112.1997089	96.5086328	100.957544	99.04245603	105.5726979	90.37878667	93.87661455
Q4QRD0	RAB39B, member RAS oncogene family OS=Danio rerio GN=rab39bb PE=2 SV=1	111.2615151	111.6374035	99.95983591	109.6748791	70.18958875	108.0986197	91.25701905	99.21715005	100.0401641
F1RDN5	Zgc:154063 OS=Danio rerio GN=adnpa PE=2 SV=1	100.0711908	103.9613731	83.26342808	99.92880919	86.12057655	118.9260616	82.55600342	111.5394101	110.717941
E9QGW0	Aars protein OS=Danio rerio GN=aars PE=2 SV=1	132.3213487	131.6625314	124.8117084	143.6170339	95.65043147	44.60648103	75.86677081	73.49695542	104.3495685
A0A0R4IUE7	Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Danio rerio GN=pisd PE=1 SV=1	90.26417846	92.54587985	103.3228039	97.19273323	89.71182925	102.3007805	105.8125046	97.8904677	102.1095323
F1Q4X8	Death inducer-obliterator 1 OS=Danio rerio GN=dido1 PE=1 SV=1	101.9323532	143.5799931	75.92271707	98.06764677	59.5246108	119.631917	89.36106758	132.7267313	129.9485183
A3KNM2	Arntl2 protein OS=Danio rerio GN=arntl2 PE=2 SV=1	81.54882868	85.01063048	106.4081148	93.31317551	153.6679765	89.43695412	113.1071941	96.68326889	103.3167311
A0A0J9YJK8	Periphilin 1 OS=Danio rerio GN=pphln1 PE=2 SV=1	97.30436835	95.11905401	103.4279881	94.75518229	111.051846	100.0780813	109.736831	98.54355237	99.92191867
Q6PH56	Zgc:158252 OS=Danio rerio GN=palm3 PE=2 SV=1	98.60843117	115.3806552	92.46775568	97.68992601	93.91988745	101.3915688	97.21733545	104.9611747	112.4765581
Q4QRD3	Transmembrane protein 41B OS=Danio rerio GN=tmem41b PE=2 SV=1	98.39415229	102.092583	99.1548505	100.8451495	91.71831455	105.7818362	98.48568385	103.8619051	103.7275499
E9QJH1	POU domain protein OS=Danio rerio GN=zgc:158291 PE=2 SV=1	99.23297633	95.32416088	100.7670237	87.382980130000007	103.1703767	96.74465125	114.0678831	95.60282599	100.8240275
Q6DBV9	Mitogen-activated protein kinase-activated protein kinase 3 OS=Danio rerio GN=mapkapk3 PE=2 SV=1	104.4282897	100.4919597	97.66074624	104.283132	106.0611643	102.7761335	96.16409904	96.97738051	99.50804025
F1QR29	F-box/LRR-repeat protein 7 OS=Danio rerio GN=fbxl7 PE=2 SV=1	101.2409147	102.8425107	96.1645903	97.27148039	172.319083	107.2812168	83.21147244	98.75908528	111.7557549
Q5PYH5	Nuclear factor 1 OS=Danio rerio GN=nfia PE=2 SV=1	107.0713429	101.0702821	98.61945051	104.3089844	93.63952374	95.53024979	99.40074131	100.5992587	103.6791908
F1R333	adducin 1 (alpha) OS=Danio rerio GN=add1 PE=1 SV=1	89.98125896	97.39876915	98.90796751	86.63289731	115.3619755	93.36799323	101.0920325	102.335785	104.4714731
E9QJ84	Phytanoyl-CoA 2-hydroxylase-interacting protein-like a OS=Danio rerio GN=phyhipla PE=2 SV=1	100.3146805	103.4921318	85.51099633	100.2258027	95.36728032	101.1123173	90.81950666	99.77419735	111.6767622
Q801U0	TAF15 RNA polymerase II, TATA box-binding protein (TBP)-associated factor OS=Danio rerio GN=taf15 PE=1 SV=1	102.41738	109.0257406	84.76075923	97.58262003	86.71618043	109.9317312	92.81834493	107.1840144	119.9261943
F1QBZ6	Protein kinase C-binding protein NELL2 OS=Danio rerio GN=nell2 PE=2 SV=1	99.66524711	103.5648452	86.9803297	100.3347529	91.25451402	103.7822694	88.88147037	102.0451829	101.7428712
Q1L907	Microsomal glutathione S-transferase 3b OS=Danio rerio GN=mgst3b PE=1 SV=1	130.5449291	115.1466253	131.7751472	127.1944834	102.9622495	91.23282868	96.10549326	97.03775051	78.80321381
Q7ZVR1	Dynein, cytoplasmic 1, intermediate chain 1 OS=Danio rerio GN=dync1i1 PE=2 SV=1	111.1950821	93.52540945	109.1316171	120.49936	97.32516935	99.51300263	100.4869974	88.48212473	90.92139482
E9QDR0	High mobility group nucleosomal-binding domain 7 OS=Danio rerio GN=hmgn7 PE=1 SV=1	111.891807	114.8892362	41.59798215	90.17232422	27.55738056	122.3290869	40.64446493	109.8276758	128.6077295
